locality,postcode
Schalkham,84175
Schalkholz,25782
Schalksmühle,58579
Schallbach,79597
Schallodenbach,67701
Schallstadt,79227
Schankweiler,54668
Schapen,48480
Schaprode,18569
Scharbeutz,23629
Scharbeutz,23683
Scharbeutz,23684
Scharfbillig,54636
Scharnebeck,21379
Schashagen,23730
Schauenburg,34270
Schauenstein,95197
Schauerberg,66919
Schaufling,94571
Schauren,55758
Schauren,56865
Schechen,83135
Schechingen,73579
Scheden,37127
Scheer,72516
Scheeßel,27383
Schefflenz,74850
Scheggerott,24392
Scheibenberg,09481
Scheibenhardt,76779
Scheid,54611
Scheidegg,88175
Scheiditz,07646
Scheidt,56379
Scheinfeld,91443
Scheitenkorb,54673
Schelklingen,89601
Schellerten,31174
Schellhorn,24211
Schellweiler,66869
Schemmerhofen,88433
Schenefeld,22869
Schenefeld,25560
Schenkelberg,56244
Schenkenberg,17291
Schenkendöbern,03172
Schenkenzell,77773
Schenklengsfeld,36277
Schermbeck,46514
Schernfeld,85132
Scherstetten,86872
Scheßlitz,96110
Scheuerfeld,57584
Scheuern,54673
Scheuring,86937
Scheyern,85298
Schieder-Schwalenberg,32816
Schieren,23795
Schierensee,24241
Schierling,84069
Schiersfeld,67808
Schiersfeld,67823
Schiesheim,65623
Schiffdorf,27619
Schifferstadt,67105
Schiffweiler,66578
Schilda,03253
Schildetal,19209
Schillingen,54429
Schillingsfürst,91583
Schillsdorf,24637
Schiltach,77761
Schiltberg,86576
Schimberg,37308
Schindhard,66996
Schinkel,24214
Schiphorst,23847
Schipkau,01968
Schipkau,01993
Schipkau,01994
Schipkau,01998
Schirgiswalde-Kirschau,02681
Schirmitz,92718
Schirnding,95706
Schkeuditz,04435
Schkölen,07619
Schkopau,06258
Schladen-Werla,38315
Schladt,54534
Schlagsdorf,19217
Schlaitdorf,72667
Schlammersdorf,95519
Schlangen,33189
Schlangenbad,65388
Schlat,73114
Schlaubetal,15890
Schleching,83259
Schlechtsart,98663
Schlehdorf,82439
Schlehdorf,82444
Schleich,54340
Schleid,54636
Schleid,36419
Schleiden,53937
Schleife - Slepo,02959
Schleifreisen,07629
Schleiz,07907
Schlemmin,18320
Schlepzig,15910
Schlesen,24256
Schleswig,24837
Schlettau,09487
Schleusegrund,98666
Schleusegrund,98667
Schleusingen,98553
Schlichting,25779
Schlieben,04936
Schliengen,79418
Schlier,88281
Schlierbach,73278
Schlierschied,55483
Schliersee,83727
Schlitz,36110
Schlöben,07646
Schloen-Dratow,17192
Schloen-Dratow,17219
Schloßböckelheim,55596
Schloß Holte-Stukenbrock,33758
Schloßvippach,99195
Schlotfeld,25551
Schlotheim,99994
Schluchsee,79859
Schlüchtern,36381
Schlüsselfeld,96132
Schmalenberg,67718
Schmalensee,24638
Schmalfeld,24640
Schmalkalden,98574
Schmalkalden,98587
Schmallenberg,57392
Schmalstede,24241
Schmatzin,17390
Schmedeswurth,25724
Schmeheim,98530
Schmelz,66839
Schmidgaden,92546
Schmidmühlen,92287
Schmidthachenbach,55758
Schmiechen,86511
Schmiedehausen,99518
Schmieritz,07819
Schmilau,23883
Schmilau,23909
Schmilau,23911
Schmißberg,55765
Schmitshausen,66484
Schmitshausen,66917
Schmitt,56825
Schmitten,61389
Schmittweiler,67829
Schmogrow-Fehrow,03096
Schmölln,04626
Schmölln-Putzkau,01877
Schmorda,07389
Schnabelwaid,91289
Schnackenburg,29493
Schnaitsee,83530
Schnaittach,91220
Schnaittenbach,92253
Schnakenbek,21481
Schnarup-Thumby,24891
Schnaudertal,06712
Schneckenhausen,67699
Schneckenlohe,96277
Schneeberg,63936
Schneeberg,08289
Schnega,29465
Schneizlreuth,83458
Schnelldorf,91625
Schneppenbach,55608
Schneverdingen,29640
Schnorbach,55497
Schnürpflingen,89194
Schoden,54441
Schöffengrund,35641
Schöfweg,94572
Scholen,27251
Schollbrunn,97852
Schollbrunn,97907
Schollene,14715
Schöllkrippen,63825
Schöllnach,94508
Schömberg,75328
Schömberg,72355
Schömerich,54314
Schonach im Schwarzwald,78136
Schönaich,71101
Schönau,69250
Schönau,84337
Schönau a.d.Brend,97659
Schönau am Königssee,83471
Schönau-Berzdorf auf dem Eigen,02899
Schönau im Schwarzwald,79677
Schönau (Pfalz),66996
Schönbach,54552
Schönbach,02708
Schönbeck,17349
Schönbek,24582
Schönberg,08393
Schönberg,84573
Schönberg,94513
Schönberg,54426
Schönberg,22929
Schönberg,23923
Schönberg (Holstein),24217
Schönborn,56370
Schönborn,55469
Schönborn,67808
Schönborn,03253
Schönbrunn,69436
Schönbrunn i.Steigerwald,96185
Schönburg,06618
Schöndorf,54316
Schöndorf,07924
Schondorf am Ammersee,86938
Schondra,97795
Schönebeck (Elbe),39217
Schönebeck (Elbe),39218
Schöneberg,57638
Schöneberg,55444
Schöneberg,16278
Schöneck,08261
Schöneck,61137
Schönecken,54614
Schönefeld,12529
Schöneiche bei Berlin,15566
Schönenberg,79677
Schönenberg-Kübelberg,66901
Schönermark,16775
Schönewalde,04916
Schönewörde,29396
Schönfeld,01561
Schönfeld,17291
Schönfeld,17111
Schongau,86956
Schöngeising,82296
Schöngleina,07646
Schönhagen,37318
Schönhausen,17337
Schönhausen (Elbe),39524
Schönheide,08304
Schönhorst,24220
Schöningen,38364
Schönkirchen,24232
Schönsee,92539
Schönstedt,99947
Schonstett,83137
Schöntal,74214
Schönthal,93488
Schonungen,97453
Schönwald,95173
Schönwald,15910
Schönwalde,17309
Schönwalde am Bungsberg,23744
Schönwalde-Glien,14621
Schönwald im Schwarzwald,78141
Schönwölkau,04509
Schopfheim,79650
Schopfloch,91626
Schopfloch,72296
Schopp,67707
Schöppenstedt,38170
Schöppingen,48624
Schöps,07768
Schöpstal,02829
Schorfheide,16244
Schorndorf,73614
Schorndorf,93489
Schornsheim,55288
Schorssow,17166
Schortens,26419
Schossin,19073
Schossin,19075
Schotten,63679
Schraden,04928
Schramberg,78144
Schramberg,78713
Schraplau,06279
Schrecksbach,34637
Schretstaken,21493
Schriesheim,69198
Schrobenhausen,86529
Schrozberg,74575
Schrum,25782
Schuby,24837
Schuby,24850
Schuld,53520
Schulendorf,21516
Schülldorf,24790
Schüller,54586
Schülp,25764
Schülp bei Nortorf,24589
Schülp bei Rendsburg,24813
Schulzendorf,15732
Schürdt,57632
Schürensöhlen,23847
Schuttertal,77978
Schutterwald,77746
Schüttorf,48465
Schutz,54570
Schutzbach,57520
Schwaan,18258
Schwaara,07554
Schwabach,91126
Schwabbruck,86986
Schwabenheim an der Selz,55270
Schwabhausen,85247
Schwabhausen,99869
Schwäbisch Gmünd,73072
Schwäbisch Gmünd,73525
Schwäbisch Gmünd,73527
Schwäbisch Gmünd,73529
Schwäbisch Gmünd,73550
Schwäbisch Gmünd,73553
Schwäbisch Hall,74523
Schwabmünchen,86830
Schwabsoien,86987
Schwabstedt,25876
Schwaförden,27252
Schwaig bei Nürnberg,90571
Schwaigen,82445
Schwaigern,74193
Schwaikheim,71409
Schwalbach,65824
Schwalbach,66773
Schwall,56281
Schwallungen,98590
Schwalmstadt,34613
Schwalmtal,41366
Schwalmtal,36318
Schwanau,77963
Schwandorf,92421
Schwanebeck,39397
Schwanewede,28790
Schwanfeld,97523
Schwangau,87645
Schwanheide,19258
Schwanheim,76848
Schwanstetten,90596
Schwarme,27327
Schwarmstedt,29690
Schwartbuck,24257
Schwarz,17252
Schwarza,98547
Schwarzach,74869
Schwarzach,94374
Schwarzach am Main,97359
Schwarzach b.Nabburg,92548
Schwarzatal,98744
Schwarzbach,01945
Schwarzbach,07589
Schwarzburg,07427
Schwarzen,55481
Schwarzenbach,92720
Schwarzenbach a.d.Saale,95126
Schwarzenbach a.Wald,95131
Schwarzenbek,21493
Schwarzenberg/Erzgebirge,08340
Schwarzenborn,34639
Schwarzenborn,54533
Schwarzenbruck,90592
Schwarzenfeld,92521
Schwarzerden,55629
Schwarzheide,01987
Schwarzhofen,92447
Schwasdorf,17168
Schwebheim,97525
Schwedelbach,67685
Schwedeneck,24229
Schwedt/Oder,16303
Schwegenheim,67365
Schweich,54338
Schweickershausen,98663
Schweigen-Rechtenbach,76889
Schweighausen,56377
Schweighofen,76889
Schweindorf,26556
Schweinfurt,97421
Schweinfurt,97422
Schweinfurt,97424
Schweinschied,67744
Schweisweiler,67808
Schweitenkirchen,85301
Schweix,66957
Schwelm,58332
Schwendi,88477
Schwenningen,89443
Schwenningen,72477
Schwentinental,24222
Schwentinental,24223
Schwepnitz,01936
Schweppenhausen,55444
Schwerbach,55624
Schwerin,19053
Schwerin,19055
Schwerin,19057
Schwerin,19059
Schwerin,19061
Schwerin,19063
Schwerin,15755
Schweringen,27324
Schweringen,27333
Schwerinsdorf,26835
Schwerstedt,99634
Schwerte,58239
Schwesing,25813
Schwetzingen,68723
Schwieberdingen,71701
Schwieberdingen,71706
Schwielochsee,15913
Schwielowsee,14548
Schwienau,29593
Schwifting,86940
Schwindegg,84419
Schwirzheim,54597
Schwissel,23795
Schwobfeld,37318
Schwollen,55767
Schwörstadt,79739
Schwülper,38179
Sebnitz,01855
Seck,56479
Seckach,74743
Seddiner See,14554
Seebach,77889
Seebach,99846
Seeblick,14715
Seeburg,37136
Seedorf,23823
Seedorf,27404
Seedorf,23883
Seefeld,25557
Seefeld,82229
Seeg,87637
Seegebiet Mansfelder Land,06317
Seehausen,39615
Seehausen am Staffelsee,82418
Seeheim-Jugenheim,64342
Seehof,19069
Seekirch,88422
Seeland,06449
Seeland,06464
Seeland,06466
Seeland,06467
Seeland,06469
Seelbach,77960
Seelbach,56377
Seelbach bei Hamm (Sieg),57577
Seelbach (Westerwald),57632
Seelen,67744
Seelingstädt,07580
Seelitz,09306
Seelow,15306
Seelze,30926
Seeon-Seebruck,83358
Seeon-Seebruck,83370
Seeon-Seebruck,83376
Seesbach,55629
Seesen,38723
Seeshaupt,82402
Seester,25370
Seestermühe,25371
Seeth,25840
Seeth,25878
Seeth-Ekholt,25337
Seevetal,21217
Seevetal,21218
Seevetal,21220
Seewald,72297
Seffern,54636
Sefferweich,54636
Seggebruch,31691
Segnitz,97340
Sehestedt,24814
Sehlde,38279
Sehlem,54518
Sehlen,18528
Sehmatal,09465
Sehnde,31319
Seibersbach,55444
Seifen,57632
Seiffen/Erzgebirge,09548
Seifhennersdorf,02782
Seinsfeld,54655
Seinsheim,97342
Seisla,07389
Seitenroda,07768
Seitingen-Oberflacht,78606
Seiwerath,54597
Selb,95100
Selbach (Sieg),57537
Selbitz,95152
Selchenbach,66871
Selent,24238
Selfkant,52538
Seligenstadt,63500
Selk,24884
Selke-Aue,06458
Sellerich,54608
Sellin,18586
Selm,59379
Selmsdorf,23923
Selpin,18195
Selsingen,27446
Selters,65618
Selters (Westerwald),56242
Selzen,55278
Sembach,67681
Semlow,18334
Senden,48308
Senden,89250
Sendenhorst,48324
Senftenberg,01945
Senftenberg,01968
Senftenberg,01996
Sengenthal,92369
Sengerich,54619
Senheim,56820
Sennfeld,97526
Senscheid,53520
Sensweiler,55758
Serba,07616
Serrig,54455
Sersheim,74372
Sessenbach,56237
Sessenhausen,56244
Seßlach,96145
Seth,23845
Setzingen,89129
Seubersdorf in der Oberpfalz,92358
Seukendorf,90556
Seulingen,37136
Sevenig bei Neuerburg,54673
Sevenig (Our),54617
Sexau,79350
Seybothenreuth,95517
Sibbesse,31079
Sickerode,37308
Sickte,38173
Siebeldingen,76833
Siebenbach,56729
Siebenbäumen,23847
Siebeneichen,21514
Siedenbollentin,17089
Siedenbrünzow,17111
Siedenburg,27254
Siefersheim,55599
Siegbach,35768
Siegburg,53721
Siegelsbach,74936
Siegen,57072
Siegen,57074
Siegen,57076
Siegen,57078
Siegen,57080
Siegenburg,93354
Siegsdorf,83313
Siehdichum,15890
Siek,22962
Sielenbach,86577
Siemz-Niendorf,23923
Sien,55758
Sienhachenbach,55758
Sierksdorf,23730
Sierksrade,23847
Sierscheid,53520
Siershahn,56427
Siesbach,55767
Sietow,17209
Sieversdorf-Hohenofen,16845
Sievershütten,24641
Sieverstedt,24885
Siggelkow,19376
Sigmaringen,72488
Sigmaringendorf,72517
Sigmarszell,88138
Silberstedt,24887
Silbitz,07613
Silz,76857
Silz,17214
Silzen,25551
Simbach,84359
Simbach,94436
Simmelsdorf,91245
Simmerath,52152
Simmern,56337
Simmern/Hunsrück,55469
Simmersfeld,72226
Simmershofen,97215
Simmertal,55618
Simmozheim,75397
Simonsberg,25813
Simonswald,79263
Simonswald,79271
Sindelfingen,71063
Sindelfingen,71065
Sindelfingen,71067
Sindelfingen,71069
Sindelsdorf,82404
Singen (Hohentwiel),78224
Singhofen,56379
Sinn,35764
Sinntal,36391
Sinsheim,74889
Sinspelt,54675
Sinzheim,76547
Sinzig,53489
Sinzing,93161
Sippersfeld,67729
Sipplingen,78354
Sirksfelde,23898
Sittensen,27419
Sitters,67823
Sitzendorf,07429
Söchtenau,83139
Soderstorf,21388
Soest,59494
Sögel,49751
Sohland an der Spree,02689
Söhlde,31185
Sohren,55487
Söhrewald,34320
Sohrschied,55487
Sölden,79294
Solingen,42651
Solingen,42653
Solingen,42655
Solingen,42657
Solingen,42659
Solingen,42697
Solingen,42699
Solingen,42719
Solkwitz,07381
Sollerup,24852
Söllingen,38387
Sollstedt,99759
Sollwitt,25884
Solms,35606
Solnhofen,91807
Soltau,29614
Soltendieck,29594
Sommerach,97334
Sommerau,54317
Sömmerda,99610
Sömmerda,99625
Sommerhausen,97286
Sommerkahl,63825
Sommerland,25358
Sommerloch,55595
Sommersdorf,39365
Sommersdorf,17111
Sonderhofen,97255
Sondershausen,99706
Sondheim v.d.Rhön,97647
Sonneberg,96515
Sonneborn,99869
Sönnebüll,25821
Sonnefeld,96242
Sonnen,94164
Sonnenberg,16775
Sonnenberg-Winnenberg,55767
Sonnenbühl,72820
Sonnenstein,37345
Sonnewalde,03249
Sonnschied,55758
Sonsbeck,47665
Sontheim,87776
Sontheim an der Brenz,89567
Sonthofen,87527
Sontra,36205
Sophienhamm,24806
Sören,24241
Sörgenloch,55270
Sörth,57636
Sörup,24966
Sosberg,56858
Sottrum,27367
Soyen,83564
Spabrücken,55595
Spahnharrenstätte,49751
Spaichingen,78549
Spall,55595
Spalt,91174
Spangdahlem,54529
Spangenberg,34286
Spantekow,17391
Spantekow,17392
Spardorf,91080
Sparneck,95234
Spatzenhausen,82418
Spatzenhausen,82447
Spay,56322
Spechbach,74937
Speicher,54662
Speichersdorf,95469
Speinshart,92676
Spelle,48480
Spenge,32139
Spesenroth,56288
Spessart,56746
Speyer,67346
Spiegelau,94518
Spiegelberg,71579
Spiekeroog,26474
Spiesen-Elversberg,66583
Spiesheim,55288
Spirkelbach,76848
Splietsdorf,18513
Sponheim,55595
Sponholz,17039
Spornitz,19372
Spraitbach,73565
Spraitbach,73568
Spraitbach,73577
Sprakebüll,25917
Sprakensehl,29365
Spreenhagen,15528
Spreetal - Sprjewiny Doł,02979
Spreewaldheide,15913
Spremberg,03130
Sprendlingen,55576
Springe,31832
Sprockhövel,45549
Sprötau,99610
Stäbelow,18198
Stade,21680
Stade,21682
Stade,21683
Stade,21684
Stadecken-Elsheim,55271
Stadelhofen,96187
Stadland,26935
Stadland,26936
Stadland,26937
Stadlern,92549
Stadtallendorf,35260
Stadtbergen,86391
Stadthagen,31655
Stadtilm,99326
Stadtkyll,54589
Stadtlauringen,97488
Stadtlohn,48703
Stadtoldendorf,37627
Stadtprozelten,97909
Stadtroda,07646
Stadtsteinach,95346
Stadum,25917
Staffhorst,27254
Stafstedt,24816
Stahlberg,67808
Stahlhofen,56412
Stahlhofen am Wiesensee,56459
Stahnsdorf,14532
Staig,89195
Stakendorf,24217
Stallwang,94375
Stammbach,95236
Stammham,84533
Stammham,85092
Stammham,85134
Stamsried,93491
Standenbühl,67816
Stangheck,24395
Stapel,25879
Stapelfeld,22145
Starkenberg,04617
Starkenburg,56843
Starnberg,82319
Starzach,72181
Staßfurt,39418
Staßfurt,39443
Staßfurt,39446
Stauchitz,01594
Staudach-Egerndach,83224
Staudernheim,55568
Staudt,56424
Staufenberg,35460
Staufenberg,34355
Staufen im Breisgau,79219
Staven,17039
Stavenhagen,17153
Stavern,49777
St. Blasien,79837
Stebach,56276
Stechlin,16775
Stechow-Ferchesar,14715
Stedesand,25920
Stedesdorf,26427
Steenfeld,25557
Steffeln,54597
Steffenberg,35239
Steffenshagen,18209
Stegaurach,96135
Stegen,79252
St. Egidien,09356
Steigra,06268
Steimbke,31634
Steimel,57614
Stein,24235
Stein,90547
Steina,01920
Steinach,77790
Steinach,94377
Steinach,96523
Steinalben,66851
Steinau,21775
Steinau an der Straße,36396
Steinbach,61449
Steinbach,56291
Steinbach,37308
Steinbach am Donnersberg,67808
Steinbach am Glan,66909
Steinbach am Wald,96361
Steinbach-Hallenberg,98587
Steinberg,08237
Steinberg,24972
Steinberg am See,92449
Steinbergkirche,24972
Stein-Bockenheim,55599
Steinborn,54655
Steinburg,22964
Steindorf,82297
Steinebach an der Wied,57629
Steinebach/Sieg,57520
Steineberg,54552
Steinefrenz,56414
Steinen,56244
Steinen,79585
Steinenbronn,71144
Steineroth,57518
Steinfeld,97854
Steinfeld,24888
Steinfeld,76889
Steinfeld,49439
Steinfurt,48565
Steingaden,86989
Steinhagen,33803
Steinhagen,18442
Steinhagen,18246
Steinhausen an der Rottum,88416
Steinheim,32839
Steinheim am Albuch,73566
Steinheim am Albuch,89555
Steinheim an der Murr,71711
Steinheuterode,37318
Steinhöfel,15518
Steinhöring,85643
Steinhorst,29367
Steinhorst,23847
Steinigtwolmsdorf,01904
Steiningen,54552
Steinkirchen,21720
Steinkirchen,84439
Steinmauern,76479
Stein-Neukirch,56479
Steinreich,15938
Steinsberg,56379
Steinsfeld,91628
Steinweiler,76872
Steinwenden,66879
Steinwiesen,96349
Stein-Wingert,57629
Steißlingen,78256
Stelle,21435
Stelle-Wittenwurth,25795
Stelzenberg,67705
Stemmen,27389
Stemshorn,49448
Stemwede,32351
Stendal,39576
Stepenitztal,23936
Stepfershausen,98617
Stephanskirchen,83071
Stephansposching,94569
Sterley,23883
Sternberg,19406
Sternenfels,75447
Sterup,24996
Stetten,87778
Stetten,67294
Stetten,88719
Stetten am kalten Markt,72510
Stettfeld,96188
Steyerberg,31595
St. Gangloff,07629
St. Georgen im Schwarzwald,78112
Stiefenhofen,88167
Stimpfach,74597
Stinstedt,21772
Stipsdorf,23795
Stipshausen,55758
St. Johann,72813
St. Leon-Rot,68789
St. Märgen,79274
Stockach,78333
Stockelsdorf,23617
Stockem,54646
Stockhausen-Illfurth,56472
Stockheim,97640
Stockheim,96342
Stöckse,31638
Stocksee,24326
Stockstadt,64589
Stockstadt am Main,63811
Stockum-Püschen,56459
Stödtlen,73495
Stoetze,29597
Stolberg,52222
Stolberg,52223
Stolberg,52224
Stolk,24890
Stollberg/Erzgebirge,09366
Stolpe,24601
Stolpe,19372
Stolpe an der Peene,17391
Stolpe auf Usedom,17406
Stolpen,01833
Stoltebüll,24409
Stoltenberg,24256
Stolzenau,31592
Storbeck-Frankendorf,16818
Stördorf,25554
Störkathen,25548
Storkow (Mark),15859
Störnstein,92721
Stößen,06667
Stötten a.Auerberg,87675
Stöttwang,87677
Straelen,47638
Strahlungen,97618
Stralendorf,19073
Stralsund,18435
Stralsund,18437
Stralsund,18439
Strande,24229
Strasburg (Uckermark),17335
Straßberg,72479
Straßenhaus,56587
Straßkirchen,94342
Straßlach-Dingharting,82064
Straubenhardt,75334
Straubing,94315
Straufhain,98646
Straupitz,15913
Strausberg,15344
Straußfurt,99634
Strehla,01616
Streithausen,57629
Strickscheid,54597
Striegistal,09661
Strohkirchen,19230
Strohn,54558
Stromberg,55442
Strotzbüsch,54552
Strübbel,25792
Struckum,25821
Strukdorf,23815
Strullendorf,96129
Struppen,01796
Strüth,56357
Struvenhütten,24643
Struxdorf,24891
Stubben,23847
Stubbendorf,18195
Stubenberg,94166
Stüdenitz-Schönermark,16845
Stuer,17209
Stühlingen,79780
Stuhr,28816
Stulln,92551
Stürzelbach,57614
Stutensee,76297
Stuttgart,70173
Stuttgart,70174
Stuttgart,70176
Stuttgart,70178
Stuttgart,70180
Stuttgart,70182
Stuttgart,70184
Stuttgart,70186
Stuttgart,70188
Stuttgart,70190
Stuttgart,70191
Stuttgart,70192
Stuttgart,70193
Stuttgart,70195
Stuttgart,70197
Stuttgart,70199
Stuttgart,70327
Stuttgart,70329
Stuttgart,70372
Stuttgart,70374
Stuttgart,70376
Stuttgart,70378
Stuttgart,70435
Stuttgart,70437
Stuttgart,70439
Stuttgart,70469
Stuttgart,70499
Stuttgart,70563
Stuttgart,70565
Stuttgart,70567
Stuttgart,70569
Stuttgart,70597
Stuttgart,70599
Stuttgart,70619
Stuttgart,70629
Stützengrün,08328
Stuvenborn,24641
Südbrookmerland,26624
Südbrookmerland,26759
Südeichsfeld,99976
Südeichsfeld,99988
Süderau,25361
Süderbrarup,24392
Suderburg,29556
Süderdeich,25764
Süderdorf,25782
Süderende,25938
Süderfahrenstedt,24890
Südergellersen,21394
Süderhackstedt,24852
Süderhackstedt,24992
Süderhastedt,25727
Süderheistedt,25779
Süderhöft,25876
Süderholz,18516
Süderlügum,25923
Südermarsch,25813
Südermarsch,25840
Südharz,06536
Südheide,29303
Südheide,29320
Südheide,29345
Südliches Anhalt,06369
Südliches Anhalt,06386
Südliches Anhalt,06388
Südlohn,46354
Südmüritz,17207
Südmüritz,17209
Sudwalde,27257
Sugenheim,91438
Sugenheim,91484
Suhl,98527
Suhl,98528
Suhl,98529
Suhl,98530
Suhl,98559
Suhl,98711
Suhlendorf,29562
Sukow,19079
Sukow-Levitzow,17168
Sülfeld,23845
Sülfeld,23867
Sulingen,27232
Sülm,54636
Sülstorf,19077
Sulza,07751
Sulz am Neckar,72172
Sulzbach,65843
Sulzbach,56379
Sulzbach,55758
Sulzbach am Main,63834
Sulzbach an der Murr,71560
Sulzbach-Laufen,74429
Sulzbach-Rosenberg,92237
Sulzbach/Saar,66280
Sulzbachtal,67734
Sulzberg,87477
Sulzburg,79295
Sulzdorf a.d.Lederhecke,97528
Sulzemoos,85254
Sulzemoos,85259
Sülzetal,39171
Sulzfeld,97633
Sulzfeld,75056
Sülzfeld,98617
Sulzfeld am Main,97320
Sulzheim,97529
Sulzheim,55286
Sulzthal,97717
Sünching,93104
Sundern,59846
Sundhagen,18519
Sundhausen,99947
Süpplingen,38373
Süpplingenburg,38376
Surberg,83362
Surwold,26903
Süsel,23701
Süßen,73079
Sustrum,49762
Suthfeld,31555
Swisttal,53913
Sydower Fließ,16230
Syke,28857
Sylt,25980
Syrgenstein,89428
Taarstedt,24893
Taben-Rodt,54441
Tacherting,83342
Taching am See,83373
Tackesdorf,24797
Tackesdorf,25585
Täferrot,73527
Tagmersheim,86704
Talheim,74388
Talheim,78607
Talkau,21493
Talling,54426
Tambach-Dietharz,99897
Tamm,71732
Tangerhütte,39517
Tangerhütte,39579
Tangermünde,39590
Tangstedt,25499
Tangstedt,22889
Tann,36142
Tann,84367
Tanna,07922
Tannenberg,09468
Tännesberg,92723
Tannhausen,73497
Tannheim,88459
Tantow,16307
Tapfheim,86660
Tappenbeck,38479
Tappendorf,24594
Tarbek,24619
Tarmstedt,27412
Tarnow,18249
Tarp,24963
Tasdorf,24536
Tastrup,24943
Tastungen,37339
Tating,25881
Tauberbischofsheim,97941
Tauberrettersheim,97285
Taucha,04425
Tauche,15848
Tauer,03185
Taufkirchen,82024
Taufkirchen,84416
Taufkirchen,84574
Taunusstein,65232
Taura,09249
Tautenburg,07778
Tautendorf,07646
Tautenhain,07639
Tawern,54456
Techelsdorf,24220
Techentin,19399
Tecklenburg,49545
Tegau,07907
Tegernheim,93105
Tegernsee,83684
Teichland,03185
Teichwitz,07570
Teisendorf,83317
Teisendorf,83364
Teising,84576
Teisnach,94244
Teistungen,37339
Teldau,19273
Telgte,48291
Tellig,56858
Tellingstedt,25782
Teltow,14513
Temmels,54441
Temmen-Ringenwalde,17268
Temnitzquell,16818
Temnitztal,16845
Templin,17268
Tengen,78250
Teningen,79312
Teningen,79331
Tensbüttel-Röst,25767
Tensfeld,23824
Teschenmoschel,67806
Tespe,21395
Tessin,18195
Tessin b. Boizenburg,19258
Testorf-Steinfort,23936
Tetenbüll,25882
Tetenhusen,24817
Teterow,17166
Tettau,96355
Tettau,01945
Tettenweis,94167
Tettnang,88069
Tettnang,88079
Teublitz,93158
Teuchern,06682
Teugn,93356
Teunz,92552
Teupitz,15755
Teuschnitz,96358
Teutschenthal,06179
Thaden,25557
Thaining,86943
Thale,06502
Thaleischweiler-Fröschen,66987
Thalfang,54424
Thalhausen,56584
Thalheim/Erzgebirge,09380
Thallichtenberg,66871
Thallwitz,04808
Thalmassing,93107
Thalmässing,91177
Thalwenden,37318
Thandorf,19217
Thannhausen,86470
Thanstein,92554
Tharandt,01737
Thedinghausen,27321
Theilenhofen,91741
Theilheim,97288
Theisbergstegen,66871
Theisseil,92637
Thelkow,18195
Themar,98660
Theres,97531
Thermalbad Wiesenbad,09488
Theuma,08541
Thiendorf,01561
Thierhaupten,86672
Thierschneck,07774
Thiersheim,95707
Thierstein,95199
Tholey,66636
Thomasburg,21401
Thomm,54317
Thonhausen,04626
Thörlingen,56291
Thörnich,54340
Thuine,49832
Thulendorf,18184
Thum,09419
Thumby,24351
Thundorf i.UFr.,97711
Thüngen,97289
Thüngersheim,97291
Thür,56743
Thüringenhausen,99713
Thürkow,17168
Thurmansbang,94169
Thurnau,95349
Thyrnau,94136
Tiddische,38473
Tiefenbach,84184
Tiefenbach,94113
Tiefenbach,93464
Tiefenbach,55471
Tiefenbach,88422
Tiefenbronn,75233
Tiefenthal,55546
Tiefenthal,67311
Tielen,24803
Tielenhemme,25794
Timmaspe,24644
Timmendorfer Strand,23669
Tinningstedt,25917
Tirpersdorf,08606
Tirschenreuth,95643
Tissa,07646
Tiste,27419
Titisee-Neustadt,79822
Titting,85135
Tittling,94104
Tittmoning,84529
Titz,52445
Toddin,19230
Todenbüttel,24819
Todendorf,22965
Todenroth,55481
Todesfelde,23826
Todtenweis,86447
Todtmoos,79682
Todtnau,79674
Töging a.Inn,84513
Tolk,24894
Tömmelsdorf,07819
Tönisvorst,47918
Tonna,99958
Tonndorf,99438
Tönning,25832
Töpen,95183
Topfstedt,99718
Toppenstedt,21442
Torgau,04860
Torgau,04861
Torgelow,17358
Torgelow am See,17192
Tornesch,25436
Tostedt,21255
Tosterglope,21371
Tottleben,99947
Traben-Trarbach,56841
Trabitz,92724
Train,93358
Traisen,55595
Traitsching,93455
Tramm,19089
Tramm,21516
Trappenkamp,24610
Trappstadt,97633
Trassem,54441
Trassenheide,17449
Traunreut,83301
Traunreut,83368
Traunreut,83371
Traunreut,83374
Traunstein,83278
Trausnitz,92555
Trautskirchen,90619
Travenbrück,23843
Travenhorst,23827
Traventhal,23795
Trebbin,14959
Trebel,29494
Treben,04617
Trebendorf - Trjebin,02959
Trebgast,95367
Trebra,99718
Trebsen/Mulde,04687
Trebur,65468
Trechtingshausen,55413
Treffelstein,93492
Treffurt,99830
Treia,24896
Treis-Karden,56253
Tremsbüttel,22967
Trendelburg,34388
Trennewurth,25693
Trent,18569
Treplin,15236
Treuchtlingen,91757
Treuen,08233
Treuenbrietzen,14929
Triberg im Schwarzwald,78098
Tribsees,18465
Triebel,08606
Triefenstein,97855
Trier,54290
Trier,54292
Trier,54293
Trier,54294
Trier,54295
Trier,54296
Trierscheid,53520
Trierweiler,54311
Triftern,84371
Triglitz,16949
Trimbs,56753
Trimport,54636
Trinwillershagen,18320
Trippstadt,67705
Triptis,07819
Trittau,22946
Trittenheim,54349
Tröbitz,03253
Tröbnitz,07646
Tröchtelborn,99869
Trochtelfingen,72818
Trockenborn-Wolfersdorf,07646
